,Label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,angle_for_ardhaChandrasana1,angle_for_ardhaChandrasana2,hand_angle,left_hip_angle,right_hip_angle,neck_angle_uk,left_wrist_angle_bk,right_wrist_angle_bk
0,TRAIN/Natarajasana/Images/download (1).jpeg,162.76994728606024,178.49616028587687,185.27826060184339,57.22335842584363,187.96311383228,280.9562593147738,201.467651439099,155.96709242848306,211.82744657667308,121.63130182098928,234.32233768442418,246.16125981682828,131.97758942242493,358.577597986322
0,TRAIN/Natarajasana/Images/download.jpeg,182.1565626747148,183.55618109425512,81.05766342507246,154.476575498932,109.53858389410897,183.9173646426484,190.95813869470248,175.34742340788938,220.15517412058247,93.5457294746131,239.9676154124579,315.0,5.579442104825603,252.90910320699288
0,TRAIN/Natarajasana/Images/images (1).jpeg,182.4525102379648,217.10665571775112,67.48764923830754,155.26240580817438,88.99491399474579,185.0424510691709,190.03925478715237,178.49182960460195,214.84228103492123,113.93261630809153,247.98871680208063,325.10503636503796,4.644922189530539,252.87745921309508
0,TRAIN/Natarajasana/Images/images (2).jpeg,173.57125225117014,180.0,178.79944413644247,78.11134196037199,163.81896951054216,267.50058040347926,183.89247623515595,173.41726116581808,210.20323775494265,114.98908207211198,252.48065920273677,272.3859440303888,107.9345096952589,348.4438624995807
0,TRAIN/Natarajasana/Images/images (4).jpeg,170.46090814674128,175.2681834010831,155.9107354972338,80.99149625797486,166.8121900786944,265.4493168064406,211.0740112635521,145.26536844595066,214.0664725941756,147.0293447417974,248.61466638738722,255.10372282329095,131.0562258839768,354.0938588862295
0,TRAIN/Natarajasana/Images/images (5).jpeg,168.55354090706146,183.48682977103712,160.3389315647552,63.61106234465154,169.94942955807113,274.82848609761385,216.61482801038576,141.322325896937,190.336192747856,138.0100610811774,236.7418658664187,276.00900595749454,125.98570373462262,354.2581532016083
0,TRAIN/Natarajasana/Images/images (6).jpeg,167.70746220732235,177.78524487268075,138.0355691250556,84.72480244268678,162.43750829998004,245.97780721287364,206.471211659535,151.9661481085362,197.08769531054057,136.69131308856296,263.6985859245764,280.96033544603506,109.56270725844898,352.22456592083995
0,TRAIN/Natarajasana/Images/images (7).jpeg,159.77514056883192,219.9924357417276,75.52970589993411,181.19348942398202,98.77384806833129,196.64503821467594,189.1240154985798,172.213664399279,242.1388853249049,100.73889710090545,237.09475707701208,326.27982434252294,9.661882211334891,235.03895487519839
0,TRAIN/Natarajasana/Images/images (8).jpeg,168.69006752597977,175.2363583092738,142.59464336859145,78.69006752597983,167.80801744083854,273.9833972081258,210.58818053711656,146.7388492970259,194.18429424827082,136.02100481557267,245.00001790851428,279.4623222080256,113.68005631948654,351.5175465161399
0,TRAIN/Natarajasana/Images/images.jpeg,140.59219477897756,196.33024841365477,161.8771366044779,74.11794932424976,185.0424510691709,240.64542073861895,203.2940480365114,153.3833155120152,198.88106934734404,130.83895292741124,269.4362851177043,275.411869152317,133.81770334389927,355.2076013145015
0,TRAIN/Natarajasana/Images/istockphoto-1009742128-612x612.jpg,161.5296906922567,168.5085609118866,173.005448198701,70.66987746686686,178.75075732130279,294.56202261916184,213.7203697236705,137.03586885432753,209.72623639701035,143.08540986750032,234.00119912995393,259.14358665193777,143.7707632827322,346.41500716112216
